"Price","Brand","Body","Mileage","EngineV","Engine.Type","Registration","Year"
4700,"Mercedes-Benz","sedan",1,1.8,"Petrol","yes",1996
5999,"Audi","vagon",248,2.5,"Diesel","yes",2000
5800,"Renault","van",143,1.5,"Diesel","yes",2007
5400,"Mitsubishi","sedan",200,1.6,"Gas","yes",2005
3000,"Audi","vagon",270,2.5,"Diesel","yes",1998
3200,"Mitsubishi","sedan",330,1.3,"Gas","yes",1996
43999,"Mercedes-Benz","sedan",132,3,"Diesel","yes",2010
3600,"Audi","vagon",250,2.5,"Other","yes",1999
5500,"Mercedes-Benz","van",400,2.3,"Diesel","yes",1996
10200,"Volkswagen","sedan",129,2,"Petrol","yes",2006
2990,"Mercedes-Benz","sedan",300,2.8,"Gas","yes",1991
31500,"Mercedes-Benz","sedan",123,2.2,"Diesel","yes",2011
11500,"Toyota","sedan",110,1.6,"Petrol","yes",2011
10888,"Mitsubishi","sedan",63,2,"Petrol","yes",2012
38500,"Toyota","crossover",20,4.7,"Gas","yes",2014
4500,"Audi","vagon",206,2.5,"Diesel","no",2003
40990,"Volkswagen","van",63,2,"Diesel","yes",2013
13999,"Volkswagen","crossover",150,2.5,"Diesel","yes",2005
40990,"Mercedes-Benz","crossover",0,4.7,"Petrol","yes",2016
6700,"Volkswagen","van",300,2.5,"Diesel","yes",1997
7100,"Renault","van",135,1.5,"Diesel","yes",2013
40990,"Audi","sedan",0,3,"Petrol","yes",2016
6200,"Renault","van",122,1.5,"Diesel","yes",2007
42500,"Mercedes-Benz","sedan",110,3,"Diesel","yes",2011
40990,"BMW","crossover",16,3,"Diesel","yes",2015
40990,"BMW","other",147,4,"Diesel","yes",2012
11000,"Mercedes-Benz","crossover",148,3.2,"Petrol","yes",2001
7500,"BMW","sedan",275,2,"Gas","yes",1998
2999,"Toyota","vagon",5,1.3,"Petrol","yes",1991
22500,"BMW","other",100,3,"Petrol","yes",2007
11900,"Volkswagen","van",273,2.5,"Diesel","yes",2003
17900,"Volkswagen","crossover",167,3,"Diesel","yes",2007
6700,"Renault","van",118,1.5,"Diesel","yes",2012
22900,"BMW","other",25,3,"Petrol","yes",2008
9300,"Toyota","sedan",170,1.8,"Gas","yes",2006
20350,"Volkswagen","vagon",111,2,"Diesel","yes",2012
40990,"Volkswagen","crossover",0,3,"Diesel","yes",2016
16800,"BMW","crossover",250,3,"Diesel","yes",2004
8900,"Toyota","sedan",115,1.6,"Petrol","yes",2008
22800,"Mitsubishi","crossover",43,2.4,"Petrol","yes",2013
8500,"Mercedes-Benz","sedan",400,3.2,"Diesel","yes",2000
8800,"Volkswagen","sedan",86,1.6,"Petrol","yes",2012
14100,"Volkswagen","vagon",115,2,"Diesel","yes",2011
9200,"Mitsubishi","sedan",84,2,"Petrol","yes",2009
40990,"Toyota","crossover",50,4.6,"Petrol","yes",2015
2900,"Volkswagen","sedan",2,1.8,"Petrol","yes",1991
6100,"Audi","sedan",305,1.6,"Other","yes",1996
7245,"Renault","sedan",87,1.4,"Petrol","yes",2008
2500,"Renault","sedan",170,1.9,"Diesel","no",2003
11200,"Renault","vagon",165,1.5,"Diesel","yes",2012
13500,"Renault","van",198,1.5,"Diesel","yes",2012
13700,"Audi","sedan",300,2,"Diesel","yes",2005
6100,"Renault","van",280,4.7,"Diesel","yes",2008
4300,"Audi","sedan",340,2.4,"Gas","yes",1998
9999,"Volkswagen","van",310,2.5,"Diesel","yes",2007
6500,"Mercedes-Benz","sedan",435,3.2,"Petrol","yes",1994
11400,"Mercedes-Benz","van",174,2.2,"Diesel","yes",2012
10500,"Toyota","sedan",180,3.5,"Petrol","yes",2007
2999,"Renault","van",245,1.5,"Diesel","yes",2003
29500,"Mercedes-Benz","crossover",180,3.2,"Diesel","yes",2008
8000,"Mercedes-Benz","sedan",300,2,"Petrol","yes",2000
10500,"Mitsubishi","sedan",130,2,"Petrol","yes",2008
11400,"Mercedes-Benz","sedan",220,4.7,"Petrol","yes",2004
8300,"Volkswagen","hatch",147,1.6,"Gas","yes",2006
6900,"Audi","sedan",250,2.4,"Gas","yes",1999
8500,"Mercedes-Benz","other",210,4.3,"Gas","yes",2000
17300,"Volkswagen","crossover",148,3,"Diesel","yes",2007
3500,"Volkswagen","vagon",215,2,"Petrol","yes",1993
40990,"Mercedes-Benz","other",3,4.7,"Petrol","yes",2016
5000,"Volkswagen","hatch",220,1.4,"Petrol","yes",2003
6900,"Mitsubishi","sedan",118,1.6,"Petrol","yes",2007
5500,"Toyota","crossover",188,2,"Petrol","yes",1999
17900,"BMW","other",98,3,"Petrol","yes",2007
11500,"Volkswagen","van",210,2,"Diesel","yes",2012
7200,"BMW","sedan",400,3,"Petrol","yes",1996
12800,"Volkswagen","vagon",167,1.6,"Diesel","yes",2011
7000,"Volkswagen","van",350,1,"Other","yes",2004
8400,"BMW","sedan",220,2.2,"Gas","yes",2001
3000,"Audi","van",11,1.9,"Diesel","no",1999
5200,"Renault","sedan",160,1.4,"Gas","yes",2008
5700,"Mitsubishi","vagon",120,1.3,"Petrol","yes",2005
6500,"Mitsubishi","crossover",285,2.5,"Diesel","yes",1991
2300,"Volkswagen","vagon",200,1.9,"Diesel","no",1999
7700,"Volkswagen","van",228,1.9,"Diesel","yes",2006
10999,"Volkswagen","van",110,1.6,"Diesel","yes",2012
8700,"BMW","other",212,3,"Diesel","no",2004
7200,"Mercedes-Benz","sedan",312,3.2,"Petrol","yes",2000
39000,"BMW","crossover",38,3,"Petrol","yes",2009
11999,"Mitsubishi","crossover",235,3,"Gas","yes",2007
40990,"Mercedes-Benz","crossover",1,2.99,"Diesel","yes",2016
18100,"Volkswagen","other",195,2,"Diesel","yes",2011
1600,"Mitsubishi","vagon",185,1.3,"Petrol","no",2000
40990,"Mercedes-Benz","crossover",0,3,"Diesel","yes",2016
2650,"Renault","vagon",1,1,"Diesel","no",2006
23300,"Volkswagen","sedan",115,1.8,"Petrol","yes",2012
25500,"BMW","crossover",210,3,"Gas","yes",2008
20900,"Volkswagen","sedan",122,2,"Petrol","yes",2012
3700,"Renault","hatch",310,2,"Petrol","yes",1996
9500,"Toyota","sedan",125,1.6,"Petrol","yes",2009
40990,"Mercedes-Benz","crossover",121,3,"Diesel","yes",2013
8800,"Volkswagen","other",217,1.9,"Diesel","yes",2005
34900,"BMW","vagon",136,2,"Diesel","yes",2012
3600,"Audi","vagon",200,2.5,"Diesel","yes",1999
28000,"Mercedes-Benz","other",12,1.8,"Petrol","yes",2013
40990,"Mercedes-Benz","crossover",88,4.7,"Petrol","yes",2013
25800,"BMW","sedan",203,2,"Diesel","yes",2010
25999,"Mitsubishi","crossover",86,3.2,"Diesel","yes",2011
29600,"Volkswagen","sedan",11,1.4,"Petrol","yes",2016
3200,"BMW","sedan",178,1.9,"Petrol","no",2001
6900,"Mercedes-Benz","van",200,2.3,"Diesel","yes",1999
3550,"Mercedes-Benz","sedan",274,3.2,"Diesel","no",2002
2900,"BMW","vagon",230,2,"Diesel","no",2001
11500,"Mercedes-Benz","van",307,2.2,"Diesel","yes",2007
11800,"Volkswagen","van",218,1.9,"Diesel","yes",2008
40990,"Mercedes-Benz","sedan",76,4.7,"Petrol","yes",2010
23000,"Audi","other",115,1.8,"Petrol","yes",2008
6500,"Renault","van",186,1.5,"Diesel","yes",2012
6000,"Volkswagen","vagon",284,1.9,"Other","yes",2001
17200,"Toyota","sedan",50,1.6,"Petrol","yes",2013
40990,"Toyota","crossover",29,4.5,"Diesel","yes",2014
6800,"Volkswagen","vagon",160,2.8,"Petrol","yes",2001
40990,"Mercedes-Benz","other",6,4.7,"Petrol","yes",2016
3750,"Volkswagen","sedan",262,1.8,"Petrol","yes",1994
8000,"Volkswagen","other",300,2.5,"Diesel","yes",2007
40990,"Mercedes-Benz","crossover",128,3,"Diesel","yes",2013
4999,"Renault","sedan",114,1.4,"Other","yes",2006
15800,"Volkswagen","sedan",56,1.4,"Other","yes",2013
9250,"Volkswagen","sedan",200,2,"Diesel","yes",2007
11300,"Mitsubishi","crossover",128,2.4,"Gas","yes",2008
1400,"Audi","sedan",250,1.8,"Petrol","no",1993
40990,"Toyota","crossover",23,4.5,"Diesel","yes",2014
11900,"BMW","sedan",1,2.8,"Petrol","yes",2002
9500,"Volkswagen","hatch",29,1.4,"Petrol","yes",2014
10999,"BMW","other",162,2.2,"Petrol","yes",2002
23500,"Audi","crossover",119,4.2,"Gas","yes",2007
24500,"BMW","crossover",170,4.8,"Gas","yes",2007
6000,"Mitsubishi","sedan",150,1.8,"Gas","yes",2004
17500,"Mitsubishi","crossover",194,3.2,"Diesel","yes",2008
9300,"Toyota","sedan",107,1.8,"Gas","yes",2007
3500,"BMW","vagon",280,3,"Diesel","no",2001
41500,"BMW","vagon",42,2,"Petrol","yes",2012
10300,"Volkswagen","other",215,1.9,"Other","yes",2007
2200,"Audi","vagon",280,2.5,"Diesel","no",2002
19692.08,"Renault","crossover",0,1.5,"Diesel","yes",2016
7850,"Renault","van",187,1.5,"Diesel","yes",2010
20000,"Toyota","crossover",94,4.5,"Petrol","yes",2005
3800,"Audi","sedan",253,2.5,"Diesel","no",1998
13700,"BMW","sedan",254,3,"Diesel","yes",2003
31000,"Toyota","crossover",86,2.2,"Diesel","yes",2014
14400,"Volkswagen","van",237,2,"Diesel","yes",2010
17500,"Toyota","hatch",45,1.6,"Petrol","yes",2014
10396.23,"Renault","vagon",1,1.2,"Petrol","yes",2015
27800,"BMW","crossover",140,3,"Diesel","yes",2009
5800,"Volkswagen","sedan",200,1.4,"Petrol","yes",2000
5800,"Renault","vagon",200,1.46,"Diesel","yes",2008
21500,"Audi","vagon",165,2,"Diesel","yes",2010
3600,"Volkswagen","sedan",330,2.8,"Gas","yes",1994
6500,"BMW","sedan",388,3.5,"Petrol","yes",1998
10700,"Volkswagen","vagon",171,1.9,"Diesel","yes",2010
3100,"BMW","sedan",280,2,"Diesel","no",1999
1350,"Mercedes-Benz","vagon",240,2.5,"Diesel","no",1992
4500,"Mercedes-Benz","other",400,2.3,"Diesel","yes",1995
40990,"Mercedes-Benz","sedan",0,3,"Petrol","yes",2016
5600,"Mercedes-Benz","vagon",355,2.5,"Diesel","yes",1996
8500,"Mercedes-Benz","sedan",388,4.3,"Gas","yes",2000
24000,"BMW","crossover",108,2,"Diesel","yes",2012
9300,"Mitsubishi","sedan",95,2,"Petrol","yes",2008
15700,"Toyota","sedan",125,3.5,"Petrol","yes",2008
9600,"Volkswagen","sedan",106,1.6,"Petrol","yes",2011
21000,"Volkswagen","other",93,2,"Diesel","yes",2012
3500,"Mercedes-Benz","sedan",303,2.2,"Diesel","no",2000
40990,"Toyota","crossover",65,4,"Gas","yes",2010
20900,"Audi","crossover",185,4.2,"Petrol","yes",2006
6999,"Mercedes-Benz","other",168,2.3,"Petrol","yes",2001
7999,"Mitsubishi","sedan",112,2,"Petrol","yes",2008
6500,"BMW","sedan",1,3,"Petrol","yes",1995
29500,"BMW","sedan",230,3,"Diesel","yes",2011
10300,"Renault","van",138,2,"Diesel","yes",2011
6000,"Volkswagen","other",1,2.5,"Diesel","yes",1999
3300,"Volkswagen","vagon",193,1.9,"Diesel","no",2003
2400,"Volkswagen","vagon",320,1.9,"Diesel","no",2000
23900,"Audi","sedan",180,3,"Diesel","yes",2009
9300,"Volkswagen","sedan",148,2,"Petrol","yes",2006
1699,"Mitsubishi","hatch",294,1.6,"Gas","yes",1992
34000,"Volkswagen","crossover",92,3,"Diesel","yes",2012
14500,"Toyota","other",82,2,"Gas","yes",2007
10400,"Volkswagen","sedan",78,1.6,"Petrol","yes",2012
6100,"BMW","sedan",266,3.5,"Petrol","no",1997
7200,"Volkswagen","other",177,1.9,"Diesel","yes",2010
14000,"Mercedes-Benz","other",144,2.2,"Diesel","yes",2009
8900,"Mercedes-Benz","other",213,4.7,"Other","yes",1999
22100,"BMW","hatch",42,1.6,"Petrol","yes",2013
33950,"Toyota","other",65,4.7,"Petrol","yes",2013
3499,"BMW","sedan",101,2.5,"Petrol","yes",1990
28500,"Audi","crossover",74,2,"Petrol","yes",2010
8800,"BMW","crossover",284,3,"Diesel","no",2004
17200,"Volkswagen","other",15,1.2,"Petrol","yes",2014
3000,"Audi","sedan",278,2.5,"Diesel","no",1999
25800,"Toyota","sedan",58,2.5,"Petrol","yes",2015
18500,"Mercedes-Benz","sedan",143,4.7,"Petrol","yes",2007
28793.04,"Volkswagen","van",0,1.6,"Diesel","yes",2016
42900,"BMW","sedan",2,2,"Petrol","yes",2016
11800,"Toyota","sedan",90,1.8,"Petrol","yes",2008
7100,"Renault","van",171,1.5,"Diesel","yes",2013
22000,"Volkswagen","sedan",26,1.8,"Petrol","yes",2011
2700,"Volkswagen","hatch",400,1.8,"Gas","yes",1991
7000,"Toyota","other",220,1.8,"Petrol","yes",2001
6499,"BMW","other",230,3,"Diesel","no",2002
15700,"Volkswagen","sedan",110,1.8,"Petrol","yes",2011
8100,"Mitsubishi","sedan",113,2,"Petrol","yes",2007
12200,"Mercedes-Benz","other",287,3.2,"Petrol","yes",2000
5400,"Renault","sedan",96,1.4,"Petrol","yes",2007
5400,"Mercedes-Benz","sedan",285,2.2,"Diesel","no",2002
7700,"Volkswagen","vagon",287,1.9,"Diesel","yes",2002
34000,"BMW","sedan",115,4.7,"Petrol","yes",2008
3900,"Audi","sedan",302,1.9,"Diesel","no",2002
15000,"Mercedes-Benz","sedan",240,4.7,"Petrol","yes",2004
8999,"Volkswagen","sedan",120,2,"Petrol","yes",2008
2400,"Volkswagen","sedan",268,4.7,"Petrol","yes",1991
6300,"Mitsubishi","sedan",116,1.5,"Petrol","yes",2008
7999,"Volkswagen","van",210,1.6,"Gas","yes",2004
25200,"Toyota","crossover",128,4,"Gas","yes",2007
26999,"BMW","sedan",131,2,"Diesel","yes",2011
4000,"Mercedes-Benz","sedan",400,2,"Petrol","yes",1991
16000,"Audi","sedan",180,3,"Diesel","yes",2006
9200,"Mitsubishi","sedan",115,2,"Petrol","yes",2008
7000,"Volkswagen","van",250,2,"Diesel","yes",2004
40990,"Toyota","crossover",1,4.5,"Diesel","yes",2016
3200,"Volkswagen","sedan",320,1.8,"Gas","yes",1990
11000,"Renault","hatch",127,1.5,"Diesel","yes",2012
10500,"Mitsubishi","crossover",187,2.4,"Gas","yes",2008
17500,"BMW","sedan",102,2,"Petrol","yes",2011
7200,"Renault","vagon",224,1.5,"Diesel","yes",2004
8400,"Toyota","sedan",195,2.4,"Gas","yes",2004
8350,"Volkswagen","van",1,1.6,"Diesel","yes",2011
3200,"Audi","vagon",244,2,"Other","no",2006
11999,"Toyota","sedan",147,2.4,"Petrol","yes",2010
29900,"Toyota","crossover",144,4,"Gas","yes",2008
11500,"BMW","sedan",290,3,"Diesel","yes",2001
13900,"Mitsubishi","vagon",93,3,"Gas","yes",2007
5000,"Renault","van",245,1.5,"Diesel","yes",2003
2350,"Toyota","hatch",211,1.3,"Petrol","yes",1991
12900,"Volkswagen","van",127,1.6,"Diesel","yes",2011
8650,"Mercedes-Benz","van",344,2.2,"Diesel","yes",2006
22900,"Toyota","crossover",132,2.7,"Gas","yes",2012
13500,"Mercedes-Benz","van",290,2.2,"Diesel","yes",2007
39999,"Audi","crossover",45,2,"Diesel","yes",2014
3300,"Volkswagen","sedan",250,1.9,"Diesel","no",2000
32500,"Audi","crossover",108,2,"Diesel","yes",2012
13300,"Mitsubishi","crossover",135,3,"Petrol","yes",2009
2900,"Volkswagen","vagon",257,1.9,"Diesel","no",2003
2900,"Volkswagen","sedan",315,1.6,"Gas","yes",1990
21000,"Mercedes-Benz","crossover",208,3.5,"Petrol","yes",2007
40990,"Toyota","crossover",61,4.5,"Diesel","yes",2011
23500,"Volkswagen","crossover",48,2,"Diesel","yes",2012
4200,"Mitsubishi","van",350,1.8,"Gas","yes",1992
40990,"Mercedes-Benz","crossover",99,4.7,"Petrol","yes",2009
40990,"Mercedes-Benz","crossover",0,4,"Petrol","yes",2016
39999,"Audi","crossover",45,2,"Diesel","yes",2014
1999,"Mercedes-Benz","sedan",400,2.2,"Diesel","no",2000
14300,"Mercedes-Benz","other",175,2.2,"Diesel","yes",2013
13500,"Toyota","sedan",139,2.4,"Gas","yes",2008
13300,"Toyota","sedan",104,2.4,"Petrol","yes",2007
8200,"Toyota","hatch",82,1.3,"Petrol","yes",2006
12000,"Renault","van",137,1.5,"Diesel","yes",2012
2150,"Renault","vagon",199,1.9,"Diesel","no",2003
29000,"Toyota","vagon",60,2.2,"Diesel","yes",2013
9500,"Mercedes-Benz","van",280,2.2,"Diesel","yes",2005
10600,"Volkswagen","van",120,2,"Diesel","yes",2007
12500,"Mercedes-Benz","van",238,2.2,"Diesel","yes",2008
10200,"Mitsubishi","crossover",269,3.2,"Diesel","yes",2002
40990,"Mercedes-Benz","sedan",0,2.2,"Diesel","yes",2015
8900,"Volkswagen","van",100,1.4,"Gas","yes",2009
5500,"Mercedes-Benz","other",220,2.2,"Diesel","yes",2002
40990,"BMW","sedan",42,2,"Diesel","yes",2014
10499,"Renault","other",146,2,"Diesel","yes",2012
40990,"Mercedes-Benz","crossover",0,2.99,"Diesel","yes",2016
9100,"Renault","van",166,2,"Diesel","yes",2012
24500,"Mercedes-Benz","sedan",180,3.2,"Diesel","yes",2008
40990,"BMW","crossover",1,2,"Diesel","yes",2016
3600,"BMW","sedan",221,3,"Diesel","no",2002
12900,"Renault","crossover",89,2.5,"Petrol","yes",2010
6400,"Renault","sedan",51,1.6,"Petrol","yes",2011
8800,"BMW","sedan",287,3,"Petrol","yes",2001
7199,"Renault","sedan",104,1.5,"Diesel","yes",2010
3300,"Renault","van",250,1.5,"Diesel","yes",2005
2400,"Audi","sedan",305,2.3,"Gas","yes",1991
8400,"Volkswagen","hatch",60,1.39,"Petrol","yes",2007
7600,"Mitsubishi","sedan",180,2,"Gas","yes",2008
3800,"Renault","van",196,1.9,"Diesel","yes",1998
13100,"Mercedes-Benz","sedan",160,3.7,"Petrol","yes",2003
21950,"Toyota","crossover",141,2.7,"Gas","yes",2010
8800,"Renault","van",205,1.9,"Diesel","yes",2006
10500,"Toyota","hatch",17,1,"Petrol","yes",2016
24000,"Mitsubishi","crossover",20,2.5,"Diesel","yes",2013
11800,"Toyota","sedan",189,2.4,"Gas","yes",2007
20300,"Mercedes-Benz","sedan",198,1.8,"Gas","yes",2011
11600,"Toyota","hatch",24,1.6,"Petrol","yes",2009
22000,"Mercedes-Benz","crossover",225,3.5,"Gas","yes",2007
15800,"Mercedes-Benz","sedan",231,3.5,"Gas","yes",2005
13500,"Mercedes-Benz","van",97,2.2,"Diesel","yes",2013
16500,"Mitsubishi","crossover",150,3.5,"Gas","yes",2008
40000,"Volkswagen","other",170,2,"Diesel","yes",2011
9500,"Mitsubishi","crossover",150,2,"Gas","yes",2007
6300,"Renault","van",149,1.5,"Other","yes",2011
4999,"BMW","sedan",256,2.5,"Diesel","no",2001
14990,"Toyota","crossover",280,4.2,"Diesel","yes",2000
16400,"Audi","vagon",152,2,"Diesel","yes",2011
21300,"Mercedes-Benz","crossover",190,4.7,"Petrol","yes",2007
24996,"Audi","sedan",98,3.2,"Petrol","yes",2009
22900,"Volkswagen","sedan",45,2,"Petrol","yes",2013
8300,"Toyota","hatch",136,1.6,"Petrol","yes",2007
12900,"Audi","vagon",255,2.5,"Diesel","yes",2005
12199,"Volkswagen","vagon",149,2,"Diesel","yes",2008
9999,"Audi","vagon",198,2.7,"Petrol","yes",2003
35500,"Mercedes-Benz","crossover",99,4.7,"Gas","yes",2005
11500,"Mitsubishi","crossover",170,3,"Gas","yes",2005
38500,"Mercedes-Benz","sedan",134,3,"Diesel","yes",2010
5500,"Mercedes-Benz","other",250,2.2,"Diesel","yes",2002
9400,"Volkswagen","van",124,2,"Gas","yes",2008
8400,"Volkswagen","van",143,1.6,"Diesel","yes",2011
2650,"Audi","vagon",268,2.5,"Diesel","no",2000
12000,"Toyota","sedan",133,2.4,"Gas","yes",2008
7500,"Mercedes-Benz","sedan",187,2,"Gas","yes",2001
25900,"Volkswagen","hatch",35,2,"Diesel","yes",2015
7500,"Volkswagen","sedan",280,1.8,"Other","yes",2005
35000,"Mercedes-Benz","other",147,4.7,"Petrol","yes",2001
6200,"Audi","vagon",316,2.6,"Gas","yes",1997
1550,"Volkswagen","sedan",161,1.8,"Petrol","no",1994
6500,"Mercedes-Benz","van",400,2.3,"Diesel","yes",1996
8999,"Volkswagen","vagon",161,2,"Diesel","yes",2008
21000,"Mitsubishi","crossover",29,2,"Gas","yes",2014
8800,"Mercedes-Benz","other",400,2.2,"Diesel","yes",2006
13500,"Volkswagen","hatch",48,1.4,"Petrol","yes",2012
3300,"Toyota","van",345,2.4,"Diesel","yes",1992
5990,"Mercedes-Benz","sedan",400,2,"Gas","yes",1998
14800,"Mercedes-Benz","crossover",242,2.7,"Diesel","yes",2005
40990,"Mercedes-Benz","sedan",0,1.6,"Petrol","yes",2016
7990,"Volkswagen","sedan",180,1.8,"Gas","yes",2005
8999,"Volkswagen","sedan",120,1.9,"Diesel","yes",2007
23999,"Volkswagen","sedan",0,1.6,"Diesel","yes",2016
6500,"Audi","vagon",421,2.5,"Diesel","yes",1996
14000,"Toyota","sedan",1,1.8,"Petrol","yes",2008
23500,"Audi","crossover",116,4.2,"Petrol","yes",2008
9500,"Renault","sedan",89,1.6,"Petrol","yes",2012
40990,"Mercedes-Benz","sedan",18,3,"Diesel","yes",2015
9000,"Volkswagen","van",181,1.6,"Diesel","yes",2011
2300,"Mitsubishi","sedan",400,1.8,"Diesel","yes",1991
10650,"Volkswagen","sedan",65,1.6,"Petrol","yes",2013
6399,"Audi","vagon",230,2.5,"Diesel","yes",1999
7500,"Mitsubishi","sedan",140,1.5,"Petrol","yes",2007
10200,"Volkswagen","van",105,1.6,"Diesel","yes",2014
3300,"Mercedes-Benz","sedan",200,2.7,"Diesel","no",2000
8300,"Mercedes-Benz","sedan",175,2,"Petrol","yes",2001
7400,"Volkswagen","van",168,1.9,"Diesel","yes",2005
28600,"Toyota","crossover",66,2.2,"Diesel","yes",2013
2800,"Audi","sedan",230,2.8,"Petrol","yes",1997
38000,"BMW","crossover",223,3,"Diesel","yes",2011
11000,"Toyota","hatch",74,1.4,"Other","yes",2010
11800,"Audi","sedan",240,4.2,"Gas","yes",2001
9500,"Renault","van",275,2,"Diesel","yes",2008
23700,"BMW","crossover",117,2,"Diesel","yes",2010
35000,"Mercedes-Benz","other",135,4.7,"Petrol","yes",2008
11000,"Volkswagen","vagon",171,1.9,"Diesel","yes",2009
25800,"BMW","crossover",205,3,"Diesel","yes",2008
13200,"Renault","van",230,2,"Diesel","yes",2009
4650,"Toyota","hatch",170,1,"Petrol","yes",2002
8300,"Mercedes-Benz","van",337,2.2,"Diesel","yes",2002
18900,"Mitsubishi","crossover",106,3.8,"Gas","yes",2007
12750,"Mitsubishi","sedan",59,2.4,"Petrol","yes",2009
3800,"Mercedes-Benz","other",107,0.6,"Petrol","yes",2000
11500,"Volkswagen","other",189,2,"Diesel","yes",2011
4600,"Mercedes-Benz","van",200,2.2,"Diesel","yes",2000
7899,"Renault","van",129,1.5,"Other","yes",2014
40990,"Mercedes-Benz","crossover",0,2.2,"Diesel","yes",2016
8800,"Toyota","sedan",300,2.4,"Petrol","yes",2004
8250,"Renault","sedan",16,1.2,"Petrol","yes",2014
21500,"Toyota","crossover",89,2,"Petrol","yes",2012
40990,"Toyota","crossover",0,4.5,"Diesel","yes",2016
2400,"Renault","hatch",1,2,"Petrol","no",2002
12500,"Volkswagen","other",160,2.5,"Other","yes",2006
2499,"Mercedes-Benz","hatch",201,1.7,"Diesel","no",2001
14990,"BMW","sedan",135,2.5,"Petrol","yes",2005
8260,"Mitsubishi","sedan",65,1.5,"Petrol","yes",2011
6800,"BMW","sedan",230,2,"Petrol","yes",1998
1999,"Mitsubishi","van",168,1.8,"Petrol","no",2001
8500,"BMW","other",265,2.8,"Gas","yes",1998
24800,"Toyota","crossover",90,4,"Petrol","yes",2008
11800,"Mitsubishi","crossover",120,3,"Petrol","yes",2008
35500,"Mercedes-Benz","sedan",100,3.5,"Petrol","yes",2010
9400,"Mercedes-Benz","van",250,2.2,"Diesel","yes",2005
14899,"Mercedes-Benz","other",209,3,"Diesel","yes",2006
15500,"Volkswagen","sedan",178,2,"Diesel","no",2013
2200,"Renault","van",290,2.2,"Diesel","no",1999
8950,"Volkswagen","sedan",133,1.6,"Petrol","yes",2012
17800,"BMW","vagon",159,3,"Diesel","yes",2008
40990,"Audi","sedan",40,3,"Diesel","yes",2015
2000,"Volkswagen","sedan",300,1.3,"Petrol","yes",1991
20500,"Mercedes-Benz","sedan",56,4.7,"Other","yes",2003
30990,"Toyota","crossover",68,2.7,"Gas","yes",2012
39900,"Toyota","crossover",11,4,"Petrol","yes",2013
21900,"BMW","other",25,2.5,"Petrol","yes",2007
40990,"Mercedes-Benz","other",0,4.7,"Petrol","yes",2016
12400,"Toyota","hatch",52,1.4,"Other","yes",2012
5000,"Mercedes-Benz","other",200,2,"Petrol","yes",1998
3200,"Volkswagen","sedan",367,2,"Petrol","yes",1991
6500,"BMW","sedan",300,2.8,"Gas","yes",1997
13600,"Mercedes-Benz","hatch",147,2,"Diesel","yes",2008
23500,"Audi","crossover",245,3,"Diesel","yes",2007
15499,"Audi","sedan",177,2,"Diesel","yes",2007
12950,"Mercedes-Benz","sedan",197,2.7,"Diesel","yes",2002
23500,"Toyota","sedan",80,2.5,"Gas","yes",2014
5950,"Renault","hatch",200,1.5,"Diesel","yes",2005
2900,"Mitsubishi","hatch",300,1.8,"Petrol","yes",1991
5000,"Mercedes-Benz","van",400,2.2,"Diesel","yes",1999
1200,"Mercedes-Benz","sedan",240,2.4,"Petrol","no",1999
6500,"Volkswagen","sedan",190,1.9,"Diesel","yes",2006
40990,"Volkswagen","crossover",30,3,"Diesel","yes",2015
40990,"BMW","crossover",2,3,"Diesel","yes",2016
4650,"Renault","van",165,1.5,"Diesel","yes",2003
12500,"Audi","sedan",165,2.4,"Petrol","yes",2006
10250,"Volkswagen","sedan",144,2,"Diesel","yes",2008
23500,"Audi","other",83,2,"Petrol","yes",2009
17777,"Volkswagen","van",250,2,"Diesel","yes",2010
8300,"Mercedes-Benz","sedan",233,3.2,"Diesel","yes",2001
39900,"Mercedes-Benz","sedan",84,4.7,"Petrol","yes",2011
5200,"Mercedes-Benz","van",400,2.9,"Diesel","yes",1999
31500,"Audi","sedan",140,2,"Diesel","yes",2012
4800,"BMW","sedan",11,2.5,"Diesel","yes",1994
21550,"Volkswagen","crossover",58,1.4,"Petrol","yes",2014
42900,"Audi","crossover",140,3,"Diesel","yes",2013
2600,"Audi","sedan",160,2.5,"Diesel","no",2002
31310,"Volkswagen","van",0,2,"Diesel","yes",2014
11800,"Volkswagen","van",230,1.9,"Diesel","yes",2009
40990,"Mercedes-Benz","van",0,2.2,"Diesel","yes",2016
9800,"BMW","sedan",264,3,"Diesel","yes",2001
7950,"Volkswagen","van",144,2,"Gas","yes",2012
9000,"Mercedes-Benz","crossover",220,3.2,"Gas","yes",1999
7400,"BMW","sedan",279,3.5,"Gas","yes",1998
24000,"Toyota","sedan",60,2.5,"Gas","yes",2014
4800,"Mercedes-Benz","sedan",199,3.2,"Diesel","yes",1999
22000,"Toyota","crossover",155,2.7,"Gas","yes",2008
42500,"BMW","crossover",29,3,"Petrol","yes",2011
17200,"Toyota","crossover",149,4.7,"Petrol","yes",2008
8100,"Renault","crossover",90,1.9,"Diesel","yes",2005
37900,"Volkswagen","crossover",73,3,"Diesel","yes",2012
30000,"Volkswagen","sedan",67,2,"Diesel","yes",2013
7700,"Volkswagen","van",247,1.9,"Diesel","yes",2002
32500,"BMW","sedan",148,3,"Petrol","yes",2011
18700,"BMW","crossover",260,3,"Diesel","yes",2006
